10000,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,
20000,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30000,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40000,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50000,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,
60000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
70000,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80000,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,
90000,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0,
100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,
110000,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,
120000,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,
130000,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.0,0.0,
140000,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.001,0.0,
150000,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,
160000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,
170000,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,
180000,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.0,0.001,0.001,
190000,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
200000,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0.0,
